법령용어,비고내용,등록일시
국민권익,,2022-10-08
비위면직자,,2022-10-08
취업제한기관,,2022-10-08
영리사기업체,,2022-10-08
관련성,,2022-10-08
비위면직자등,,2022-10-08
취업해제,,2022-10-08
잠정,,2022-10-08
부패재산,,2022-10-08
부패범죄,,2022-10-08
집행재산등,,2022-10-08
정,,2022-10-08
저가,,2022-10-08
범죄단체,,2022-10-08
유사수신행위,,2022-10-08
전기통신금융사기,,2022-10-08
특정사기범죄,,2022-10-08
재산반환청구권,,2022-10-08
집행재산,,2022-10-08
반환요청,,2022-10-08
반환요청서,,2022-10-08
반환연기,,2022-10-08
해외부패재산,,2022-10-08
환수요청,,2022-10-08
재산보존,,2022-10-08
환수요청서,,2022-10-08
해외집행재산,,2022-10-08
경제적효용성,,2022-10-08
부패범죄신고자,,2022-10-08
보호대상자,,2022-10-08
정착지원시설,,2022-10-08
보호금품,,2022-10-08
정착지원협의회,,2022-10-08
고용유지,,2022-10-08
사회통합,,2022-10-08
인식개선,,2022-10-08
정착지원,,2022-10-08
신변보호기간,,2022-10-08
보호신청자,,2022-10-08
보호결정,,2022-10-08
임시보호조치,,2022-10-08
임시보호시설,,2022-10-08
납치,,2022-10-08
국제형사범죄자,,2022-10-08
위장탈출,,2022-10-08
해외체류,,2022-10-08
적응활동,,2022-10-08
무연고청소년,,2022-10-08
생활관계,,2022-10-08
북한이탈주민지원재단,,2022-10-08
정서안정,,2022-10-08
진로지도,,2022-10-08
직업탐색,,2022-10-08
초기,,2022-10-08
정착지원제도,,2022-10-08
적응교육,,2022-10-08
지역적응센터,,2022-10-08
진로상담,,2022-10-08
생활정보제공,,2022-10-08
취업서비스,,2022-10-08
보호대상자등,,2022-10-08
연수실시기관,,2022-10-08
실시기간,,2022-10-08
직무능력,,2022-10-08
취업보호,,2022-10-08
장기근속자,,2022-10-08
취업일수,,2022-10-08
취업보호대상자,,2022-10-08
고용지원금,,2022-10-08
세제혜택,,2022-10-08
특별임용,,2022-10-08
고용률,,2022-10-08
이남지역,,2022-10-08
창설허가,,2022-10-08
신분표,,2022-10-08
이혼청구,,2022-10-08
소유권등,,2022-10-08
공동생활시설,,2022-10-08
정착금품,,2022-10-08
정착자산,,2022-10-08
자산활용,,2022-10-08
취업직종,,2022-10-08
근로형태,,2022-10-08
임금수준,,2022-10-08
취업현황,,2022-10-08
주거현황,,2022-10-08
경제상태,,2022-10-08
전문상담사제도,,2022-10-08
상담서비스,,2022-10-08
전문상담사,,2022-10-08
반기,,2022-10-08
수학능력,,2022-10-08
교육정보관리,,2022-10-08
학습활동,,2022-10-08
예비학교,,2022-10-08
탈북,,2022-10-08
일반학교,,2022-10-08
기본연금액,,2022-10-08
부양가족연금액,,2022-10-08
선체조사,,2022-12-07
해산인가신청서,,2022-10-08
잔여재산처분계획서,,2022-10-08
해산장려금,,2022-10-08
사학정비심사위원회,,2022-10-08
인가통지,,2022-10-08
2개월이상,,2022-10-08
교육진흥,,2022-10-08
사립학교교육,,2022-10-08
사학지원단체,,2022-10-08
변경조치,,2022-10-08
지원성과,,2022-10-08
실업교육,,2022-10-08
실업학교,,2022-10-08
설립허가조건,,2022-10-08
보고징수,,2022-10-08
학적부,,2022-10-08
학교폐지,,2022-10-08
학교폐쇄,,2022-10-08
한국사학진흥재단,,2022-10-08
기록물이관,,2022-10-08
교원임용,,2022-10-08
학문연구,,2022-10-08
면직사유,,2022-10-08
회계집행,,2022-10-08
15일,,2022-10-08
교원징계위원회,,2022-10-08
겸직교원,,2022-10-08
수업거부,,2022-10-08
거짓증명,,2022-10-08
기간대기,,2022-10-08
8세이하,,2022-10-08
초등학교2학년이하,,2022-10-08
아동청소년,,2022-10-08
소득능력,,2022-10-08
동종의직무,,2022-10-08
하위직위,,2022-10-08
의원면직신청교원,,2022-10-08
징계사유확인,,2022-10-08
의원면직제한대상,,2022-10-08
교육학,,2022-10-08
학부모위원,,2022-10-08
10분의6,,2022-10-08
비밀누설금지의무,,2022-10-08
징계심의위원회,,2022-10-08
행정학,,2022-10-08
징계의결요구,,2022-10-08
징계의결요구사유,,2022-10-08
행위유형,,2022-10-08
징계기준,,2022-10-08
징계감경기준,,2022-10-08
징계의결서,,2022-10-08
징계처분사유,,2022-10-08
징계사유시효,,2022-10-08
실시상황,,2022-10-08
사립유치원사무직원,,2022-10-08
취임승인취소,,2022-10-08
해임행위,,2022-10-08
법령위반행위,,2022-10-08
친족교직원,,2022-10-08
사학기관종사자,,2022-10-08
사학기관행동강령,,2022-10-08
인사관여,,2022-10-08
이권개입,,2022-10-08
청탁행위,,2022-10-08
사적이해관계,,2022-10-08
사면규정,,2022-10-08
상신,,2022-10-08
사면심사위원회,,2022-10-08
심사과정,,2022-10-08
심사내용,,2022-10-08
사면장,,2022-10-08
감형장,,2022-10-08
복권장,,2022-10-08
가출소,,2022-10-08
황폐지,,2022-10-08
사방시설,,2022-10-08
산사태,,2022-10-08
산지사방사업,,2022-10-08
해안사방사업,,2022-10-08
야계사방사업,,2022-10-08
국가외,,2022-10-08
사방댐,,2022-10-08
산사태취약지역,,2022-10-08
산림공학기술자,,2022-10-08
국가사방사업,,2022-10-08
시행한자,,2022-10-08
한국치산기술협회,,2022-10-08
사방,,2022-10-08
소년교도소,,2022-10-08
보호감호소,,2022-10-08
출입국관리,,2022-10-08
근로감독관,,2022-10-08
근로감독,,2022-10-08
노사협력,,2022-10-08
산업안전,,2022-10-08
근로여성,,2022-10-08
선원근로감독관,,2022-10-08
해선,,2022-10-08
국립공원공단,,2022-10-08
자치경무관,,2022-10-08
자치총경,,2022-10-08
자치경정,,2022-10-08
자치경감,,2022-10-08
자치경위,,2022-10-08
사법경찰,,2022-10-08
사행산업사업자,,2022-10-08
불법사행산업,,2022-10-08
근절,,2022-10-08
도박,,2022-10-08
특수분야,,2022-10-08
한국도박문제예방치유원,,2022-10-08
중독예방치유부담금,,2022-10-08
선전행위,,2022-10-08
금융거래행위,,2022-10-08
도박중독예방교육,,2022-10-08
비밀누설의금지,,2022-10-08
사행행위,,2022-10-08
사행기구,,2022-10-08
투전기,,2022-10-08
선체조사위원회,,2022-12-07
조사개시일,,2022-12-07
유기기구,,2022-10-08
행정안전부령,,2022-10-08
사행행위영업자,,2022-10-08
사행기구제조업자,,2022-10-08
사행기구판매업자,,2022-10-08
사행행위영업소,,2022-10-08
재이용시설,,2022-10-08
복합문화시설,,2022-10-08
공공보건의료시설,,2022-10-08
공공청사,,2022-10-08
보훈시설,,2022-10-08
병영시설,,2022-10-08
휴양시설,,2022-10-08
공공용시설,,2022-10-08
외교정보통신망,,2022-10-08
사회기반시설사업,,2022-10-08
귀속시설,,2022-10-08
실시협약,,2022-10-08
관계법률,,2022-10-08
정부발주사업,,2022-10-08
초과시공,,2022-10-08
정부조달협정등,,2022-10-08
추진방식,,2022-10-08
민간투자사업심의위원회,,2022-10-08
민간투자사업자문위원단,,2022-10-08
민간투자사업기본계획,,2022-10-08
총한도액,,2022-10-08
예비한도액,,2022-10-08
총한도액등,,2022-10-08
민간투자대상사업,,2022-10-08
사업제안,,2022-10-08
협상대상자,,2022-10-08
민간투자시설사업기본계획,,2022-10-08
재고시,,2022-10-08
타당성분석,,2022-10-08
시설사업기본계획,,2022-10-08
민간투자사업법인,,2022-10-08
법인설립계획,,2022-10-08
공공투자관리센터,,2022-10-08
정부지급금,,2022-10-08
시설사용,,2022-10-08
총민간사업비,,2022-10-08
관리운영권,,2022-10-08
사회기반시설관리운영권,,2022-10-08
산업기반신용보증기금,,2022-10-08
용도외사용,,2022-10-08
투융자집합투자기구,,2022-10-08
투융자신탁,,2022-10-08
투융자회사,,2022-10-08
환매금지형집합투자기구,,2022-10-08
주식인수,,2022-10-08
인수가액,,2022-10-08
모집설립,,2022-10-08
수익자총회,,2022-10-08
상장규정,,2022-10-08
신용등급,,2022-10-08
기업어음,,2022-10-08
민간투자사업분쟁조정위원회,,2022-10-08
분쟁조정신청,,2022-10-08
차관도입,,2022-10-08
사회기반시설채권,,2022-10-08
귀속시설사업,,2022-10-08
재정낭비,,2022-10-08
사회보장급여,,2022-10-08
위기가구,,2022-10-08
자살자,,2022-10-08
자살시도,,2022-10-08
소방대,,2022-10-08
단가스,,2022-10-08
가구정보,,2022-10-08
지역사회보장협의체,,2022-10-08
전화상담센터,,2022-10-08
과잉지급분,,2022-10-08
수급가능성,,2022-10-08
사회보장정보,,2022-10-08
예측조사,,2022-10-08
정보보유기관,,2022-10-08
사회서비스정보시스템,,2022-10-08
사회서비스전자이용권,,2022-10-08
한국사회보장정보원,,2022-10-08
사회보장위원회,,2022-10-08
사회보장정보협의체,,2022-10-08
정보보호책임자,,2022-10-08
한국보건복지인재원,,2022-10-08
사회복지정보시스템,,2022-10-08
지역사회보장,,2022-10-08
지역사회보장조사,,2022-10-08
지역사회보장지표,,2022-10-08
추진사업,,2022-10-08
시도사회보장위원회,,2022-10-08
실무협의체,,2022-10-08
사회보장사무,,2022-10-08
통합사례관리,,2022-10-08
통합사례관리사,,2022-10-08
생활실태,,2022-10-08
지역사회보장균형발전지원센터,,2022-10-08
특별지원구역,,2022-10-08
복지사회,,2022-10-08
평생사회안전망,,2022-10-08
행정데이터,,2022-10-08
재정추계,,2022-10-08
사회보장제도,,2022-10-08
사회보장수급권,,2022-10-08
최저임금,,2022-10-08
사회보장환경,,2022-10-08
사회보장통계,,2022-10-08
소득보장제도,,2022-10-08
나눔,,2022-10-08
상호협력체계,,2022-10-08
자영업자,,2022-10-08
사각지대,,2022-10-08
과오지급액,,2022-10-08
사회보장업무,,2022-10-08
산업재해보상보험,,2022-10-08
국민기초생활보장,,2022-10-08
기초연금,,2022-10-08
장애인활동지원서비스,,2022-10-08
자녀장려금,,2022-10-08
모집단,,2022-10-08
분석센터,,2022-10-08
공동모금재원,,2022-10-08
복지수요,,2022-10-08
객관적기준,,2022-10-08
사회복지공동모금사업,,2022-10-08
인양,,2022-12-07
유류품,,2022-12-07
모금회,,2022-10-08
협력증진사업,,2022-10-08
후임임원,,2022-10-08
경제계,,2022-10-08
언론계,,2022-10-08
법조계,,2022-10-08
의료계,,2022-10-08
노동계,,2022-10-08
종교계,,2022-10-08
사회복지전문가,,2022-10-08
분과실행위원회,,2022-10-08
시민대표,,2022-10-08
사회복지모금사업,,2022-10-08
사회복지공동모금지회,,2022-10-08
배분대상자,,2022-10-08
취득허가,,2022-10-08
사회복지공동모금,,2022-10-08
세금혜택,,2022-10-08
집중모금,,2022-10-08
모집종료일,,2022-10-08
모금창구,,2022-10-08
모금계좌,,2022-10-08
배분기준,,2022-10-08
배분한도액,,2022-10-08
배분신청기간,,2022-10-08
배분신청서,,2022-10-08
배분심사기준,,2022-10-08
배분재원,,2022-10-08
국제보건의료지원사업,,2022-10-08
보건의료수준,,2022-10-08
퇴치,,2022-10-08
배분자,,2022-10-08
배분신청,,2022-10-08
배분분과실행위원회,,2022-10-08
배분순위,,2022-10-08
배분계획,,2022-10-08
배분사업,,2022-10-08
배분결과,,2022-10-08
재난구호,,2022-10-08
모금목적사업,,2022-10-08
집중조성,,2022-10-08
모금총액,,2022-10-08
모금경비,,2022-10-08
배분지역,,2022-10-08
지정취지,,2022-10-08
모집업무,,2022-10-08
조사담당자,,2022-10-08
목적외용도,,2022-10-08
강제모집,,2022-10-08
비율초과,,2022-10-08
접수사실,,2022-10-08
사회복지사,,2022-10-08
보수수준,,2022-10-08
처우개선위원회,,2022-10-08
처우개선,,2022-10-08
한국사회복지공제회,,2022-10-08
지역사회복지,,2022-10-08
사회복지관,,2022-10-08
작업치료,,2022-10-08
지역사회보호체계,,2022-10-08
복지업무,,2022-10-08
복지행정시스템,,2022-10-08
자원봉사활동,,2022-10-08
2급,,2022-10-08
정신건강사회복지사,,2022-10-08
의료사회복지사,,2022-10-08
학교사회복지사,,2022-10-08
수련기관,,2022-10-08
한국사회복지사협회,,2022-10-08
시험관리능력,,2022-10-08
사회복지의날,,2022-10-08
사회복지주간,,2022-10-08
사회보장협의체,,2022-10-08
학대관련범죄,,2022-10-08
사회복지협의회,,2022-10-08
책임공제,,2022-10-08
지역복지증진,,2022-10-08
채용광고,,2022-10-08
후원금품대장,,2022-10-08
아동학대관련범죄,,2022-10-08
수용인원,,2022-10-08
재가복지서비스,,2022-10-08
가정봉사서비스,,2022-10-08
주간보호서비스,,2022-10-08
가정봉사원,,2022-10-08
우선매각,,2022-10-08
명확성,,2022-10-08
사회복지업무,,2022-10-08
사회서비스사업,,2022-10-08
발급기준,,2022-10-08
국민건강보험,,2022-10-08
제공자료,,2022-10-08
사회서비스원,,2022-10-08
격차,,2022-10-08
시도사회서비스원,,2022-10-08
공백,,2022-10-08
긴급돌봄서비스,,2022-10-08
재가서비스,,2022-10-08
긴급돌봄지원단,,2022-10-08
업무성과,,2022-10-08
해임사유,,2022-10-08
성과계약서,,2022-10-08
신임,,2022-10-08
경력경쟁시험,,2022-10-08
서비스원,,2022-10-08
회계거래,,2022-10-08
수탁계획,,2022-10-08
업무성과평가,,2022-10-08
표준운영지침,,2022-10-08
개별운영지침,,2022-10-08
통합지원시스템,,2022-10-08
가습기살균제사건,,2022-10-08
세월호참사,,2022-10-08
화학물질,,2022-10-08
특별조사위원회,,2022-10-08
진상규명조사,,2022-10-08
조사기록등,,2022-10-08
열람등,,2022-10-08
면담조서,,2022-10-08
법률상,,2022-10-08
특별조사,,2022-10-08
이행내역,,2022-10-08
불이행사유,,2022-10-08
작성기획단,,2022-10-08
자료기록단,,2022-10-08
사회적참사자료,,2022-10-08
추모시설,,2022-10-08
산림교육,,2022-10-08
가덕도신공항,,2022-12-07
산림교육전문가,,2022-10-08
산림교육종합계획,,2022-10-08
산림교육심의위원회,,2022-10-08
산림교육프로그램,,2022-10-08
유아숲체험원,,2022-10-08
산림교육센터,,2022-10-08
한국숲사랑청소년단,,2022-10-08
숲해설가,,2022-10-08
유아숲지도사,,2022-10-08
숲길등산지도사,,2022-10-08
산림경영,,2022-10-08
산촌,,2022-10-08
산림복지,,2022-10-08
소득증진,,2022-10-08
통일대비정책,,2022-10-08
장기전망,,2022-10-08
산림기본계획,,2022-10-08
임업동향,,2022-10-08
자연친화,,2022-10-08
전용기준,,2022-10-08
산림재해,,2022-10-08
산림병해충,,2022-10-08
조성시책,,2022-10-08
육림,,2022-10-08
우량,물건의 품질이나 상태가 좋음.,2022-10-08
묘목,,2022-10-08
수원함양,,2022-10-08
대기정화,,2022-10-08
재해방지,,2022-10-08
탄소흡수,,2022-10-08
수목원,,2022-10-08
수목유전자원,,2022-10-08
산림문화,,2022-10-08
임업경영기반,,2022-10-08
경영기술,,2022-10-08
임업기술인력,,2022-10-08
공급기반,,2022-10-08
임업기술,,2022-10-08
산림정보화,,2022-10-08
산림관리,,2022-10-08
임업경영,,2022-10-08
산촌진흥지역,,2022-10-08
산촌진흥시책,,2022-10-08
산촌주민,,2022-10-08
국제산림협력,,2022-10-08
환경문제,,2022-10-08
산림기술,,2022-10-08
산림사업,,2022-10-08
산림기술자,,2022-10-08
산림기술용역,,2022-10-08
산림사업시행,,2022-10-08
산림기술용역업자,,2022-10-08
산림사업시행업자,,2022-10-08
산림기술진흥계획,,2022-10-08
산림경영계획서,,2022-10-08
목재구조물,,2022-10-08
복구사업,,2022-10-08
자격정지기간,,2022-10-08
한국산림기술인회,,2022-10-08
기술인회,,2022-10-08
산림기술용역업,,2022-10-08
산림기술경력증명서,,2022-10-08
산림사업실적증명서,,2022-10-08
산림휴양자원,,2022-10-08
산림욕장,,2022-10-08
산림치유,,2022-10-08
숲,,2022-10-08
산림문화자산,,2022-10-08
숲속야영장,,2022-10-08
산림레포츠,,2022-10-08
산림레포츠시설,,2022-10-08
토지이용실태조사,,2022-10-08
휴양정보망,,2022-10-08
휴양발전,,2022-10-08
산림치유지도사,,2022-10-08
산림레포츠지도사,,2022-10-08
사유림,,2022-10-08
숲가꾸기,,2022-10-08
자연휴양림조성계획,,2022-10-08
휴식년제,,2022-10-08
치유의숲,,2022-10-08
시설사용료,,2022-10-08
체험료,,2022-10-08
징수기준,,2022-10-08
트레킹길,,2022-10-08
산림레포츠길,,2022-10-08
치유숲길,,2022-10-08
숲길기본계획,,2022-10-08
산림복지진흥계획,,2022-10-08
숲길관리청,,2022-10-08
국가숲길,,2022-10-08
휴식기간제,,2022-10-08
예약탐방제,,2022-10-08
등산교육,,2022-10-08
트레킹교육,,2022-10-08
등산학교,,2022-10-08
트레킹학교,,2022-10-08
한국등산트레킹지원센터,,2022-10-08
산악구조대,,2022-10-08
추락,,2022-10-08
구조물품,,2022-10-08
지정산림문화자산,,2022-10-08
생태숲,,2022-10-08
예찰기관,,2022-10-08
방제기관,,2022-10-08
수목진료,,2022-10-08
나무의사,,2022-10-08
수목치료기술자,,2022-10-08
나무병원,,2022-10-08
산불방지,,2022-10-08
산불유관기관,,2022-10-08
산사태예방,,2022-10-08
산사태유관기관,,2022-10-08
산사태정보체계,,2022-10-08
생활환경보호구역,,2022-10-08
경관보호구역,,2022-10-08
수원함양보호구역,,2022-10-08
재해방지보호구역,,2022-10-08
굴취,,2022-10-08
국립공원,,2022-10-08
산불예방,,2022-10-08
보호목표,,2022-10-08
관리목표,,2022-10-08
